gid	tid	ttype	chrom	start	end	srd	size.rna	size.exon	size.cds	note1	note2
Zm00004b039635	Zm00004b039635_T001	mRNA	chr10	121905143	121906261	+	1119	531	531		
Zm00004b039636	Zm00004b039636_T001	mRNA	chr10	121980748	121986574	-	5827	2277	2277		
Zm00004b039637	Zm00004b039637_T001	mRNA	chr10	122042421	122043924	+	1504	892	636		
Zm00004b039638	Zm00004b039638_T001	mRNA	chr10	122050982	122051380	-	399	399	399		
Zm00004b039639	Zm00004b039639_T001	mRNA	chr10	122065861	122067851	-	1991	1587	1587		
Zm00004b039640	Zm00004b039640_T001	mRNA	chr10	122114216	122125114	-	10899	2007	1107		
Zm00004b039641	Zm00004b039641_T001	mRNA	chr10	122141442	122145223	+	3782	1685	900		
Zm00004b039642	Zm00004b039642_T001	mRNA	chr10	122145416	122148750	-	3335	1898	1524		
Zm00004b039643	Zm00004b039643_T001	mRNA	chr10	122176277	122178099	-	1823	1516	1368		
Zm00004b039644	Zm00004b039644_T001	mRNA	chr10	122227188	122233024	+	5837	1716	945		
Zm00004b039645	Zm00004b039645_T001	mRNA	chr10	122259064	122271628	-	12565	3375	2607		
Zm00004b039646	Zm00004b039646_T001	mRNA	chr10	122273417	122274073	-	657	657	657		
Zm00004b039647	Zm00004b039647_T001	mRNA	chr10	122330875	122331660	+	786	786	786		
Zm00004b039648	Zm00004b039648_T001	mRNA	chr10	122338700	122339532	+	833	420	420		
Zm00004b039649	Zm00004b039649_T001	mRNA	chr10	122340309	122345783	-	5475	2361	1869		
Zm00004b039650	Zm00004b039650_T001	mRNA	chr10	122392501	122394288	+	1788	1788	1788		
Zm00004b039651	Zm00004b039651_T001	mRNA	chr10	122475060	122475263	-	204	204	204		
Zm00004b039652	Zm00004b039652_T001	mRNA	chr10	122475534	122476706	-	1173	1173	1173		
Zm00004b039653	Zm00004b039653_T001	mRNA	chr10	122518082	122520283	+	2202	2202	2202		
Zm00004b039654	Zm00004b039654_T001	mRNA	chr10	122665791	122667992	+	2202	2202	2202		
Zm00004b039655	Zm00004b039655_T001	mRNA	chr10	122740422	122743167	+	2746	1818	1098		
Zm00004b039656	Zm00004b039656_T001	mRNA	chr10	122745000	122747323	-	2324	2221	1692		
Zm00004b039657	Zm00004b039657_T001	mRNA	chr10	122748241	122752953	-	4713	1201	744		
Zm00004b039658	Zm00004b039658_T001	mRNA	chr10	122766523	122773114	-	6592	4488	3930		
Zm00004b039659	Zm00004b039659_T001	mRNA	chr10	122816374	122816946	-	573	573	573		
Zm00004b039660	Zm00004b039660_T001	mRNA	chr10	122824908	122826929	+	2022	1638	1281		
Zm00004b039661	Zm00004b039661_T001	mRNA	chr10	122827091	122828569	-	1479	1479	1479		
Zm00004b039662	Zm00004b039662_T001	mRNA	chr10	122842679	122842903	+	225	225	225		
Zm00004b039663	Zm00004b039663_T001	mRNA	chr10	122867964	122880704	-	12741	2213	2136		
Zm00004b039664	Zm00004b039664_T001	mRNA	chr10	122894576	122899321	+	4746	668	603		
Zm00004b039665	Zm00004b039665_T001	mRNA	chr10	122945191	122946726	-	1536	1536	1536		
Zm00004b039666	Zm00004b039666_T001	mRNA	chr10	122949743	122951081	+	1339	444	444		
Zm00004b039667	Zm00004b039667_T001	mRNA	chr10	122950620	122950886	-	267	267	267		
Zm00004b039668	Zm00004b039668_T001	mRNA	chr10	122967931	122969192	-	1262	1062	1062		
Zm00004b039669	Zm00004b039669_T001	mRNA	chr10	123090580	123092115	-	1536	1536	1536		
Zm00004b039670	Zm00004b039670_T001	mRNA	chr10	123131997	123133032	-	1036	669	669		
Zm00004b039671	Zm00004b039671_T001	mRNA	chr10	123249670	123251205	-	1536	1536	1536		
Zm00004b039672	Zm00004b039672_T001	mRNA	chr10	123254602	123259511	+	4910	1793	1641		
Zm00004b039673	Zm00004b039673_T001	mRNA	chr10	123258371	123258637	-	267	267	267		
Zm00004b039674	Zm00004b039674_T001	mRNA	chr10	123275491	123275976	-	486	486	486		
Zm00004b039675	Zm00004b039675_T001	mRNA	chr10	123415555	123417096	-	1542	909	909		
Zm00004b039676	Zm00004b039676_T001	mRNA	chr10	123454810	123455571	+	762	762	351		
Zm00004b039677	Zm00004b039677_T001	mRNA	chr10	123481520	123488277	-	6758	1203	759		
Zm00004b039678	Zm00004b039678_T001	mRNA	chr10	123486740	123487222	+	483	483	483		
Zm00004b039679	Zm00004b039679_T001	mRNA	chr10	123550874	123552142	+	1269	1033	579		
Zm00004b039680	Zm00004b039680_T001	mRNA	chr10	123557388	123558449	-	1062	1062	1062		
Zm00004b039681	Zm00004b039681_T001	mRNA	chr10	123663815	123665145	-	1331	651	651		
Zm00004b039682	Zm00004b039682_T001	mRNA	chr10	123716177	123716425	+	249	249	249		
Zm00004b039683	Zm00004b039683_T001	mRNA	chr10	123813902	123817719	+	3818	1886	777		
Zm00004b039684	Zm00004b039684_T001	mRNA	chr10	123820597	123824634	+	4038	857	714		
Zm00004b039685	Zm00004b039685_T001	mRNA	chr10	123888606	123889460	-	855	855	855		
Zm00004b039686	Zm00004b039686_T001	mRNA	chr10	123890363	123900742	-	10380	1856	1464		
Zm00004b039687	Zm00004b039687_T001	mRNA	chr10	123905668	123906201	-	534	534	534		
Zm00004b039688	Zm00004b039688_T001	mRNA	chr10	123927757	123928500	+	744	744	744		
Zm00004b039689	Zm00004b039689_T001	mRNA	chr10	123930854	123933519	-	2666	1167	741		
Zm00004b039690	Zm00004b039690_T001	mRNA	chr10	123936258	123941502	-	5245	796	543		
Zm00004b039691	Zm00004b039691_T001	mRNA	chr10	123942091	123946721	-	4631	1566	849		
Zm00004b039692	Zm00004b039692_T001	mRNA	chr10	123957422	123959689	+	2268	2056	999		
Zm00004b039693	Zm00004b039693_T001	mRNA	chr10	123974979	123977300	-	2322	2322	2322		
Zm00004b039694	Zm00004b039694_T001	mRNA	chr10	123980345	123983716	-	3372	1181	924		
Zm00004b039695	Zm00004b039695_T001	mRNA	chr10	124065580	124065936	+	357	357	357		
Zm00004b039696	Zm00004b039696_T001	mRNA	chr10	124095454	124095903	+	450	450	450		
Zm00004b039697	Zm00004b039697_T001	mRNA	chr10	124104435	124109390	+	4956	1520	942		
Zm00004b039698	Zm00004b039698_T001	mRNA	chr10	124114087	124114455	-	369	369	369		
Zm00004b039699	Zm00004b039699_T001	mRNA	chr10	124114641	124116116	+	1476	447	447		
Zm00004b039700	Zm00004b039700_T001	mRNA	chr10	124116780	124117946	-	1167	849	849		
Zm00004b039701	Zm00004b039701_T001	mRNA	chr10	124166180	124183225	-	17046	3704	2988		
Zm00004b039702	Zm00004b039702_T001	mRNA	chr10	124285475	124294539	+	9065	3507	1068		
Zm00004b039703	Zm00004b039703_T001	mRNA	chr10	124319521	124323303	-	3783	2095	912		
Zm00004b039704	Zm00004b039704_T001	mRNA	chr10	124420152	124424434	+	4283	1957	1224		
Zm00004b039705	Zm00004b039705_T001	mRNA	chr10	124430175	124431603	-	1429	1020	918		
Zm00004b039706	Zm00004b039706_T001	mRNA	chr10	124462431	124470018	+	7588	3452	3411		
Zm00004b039707	Zm00004b039707_T001	mRNA	chr10	124555391	124556848	-	1458	1458	1458		
Zm00004b039708	Zm00004b039708_T001	mRNA	chr10	124593749	124600554	-	6806	2610	2082		
Zm00004b039709	Zm00004b039709_T001	mRNA	chr10	124653402	124657990	-	4589	1049	699		
Zm00004b039710	Zm00004b039710_T001	mRNA	chr10	124658349	124664162	-	5814	2414	1089		
Zm00004b039711	Zm00004b039711_T001	mRNA	chr10	124735714	124736893	-	1180	916	453		
Zm00004b039712	Zm00004b039712_T001	mRNA	chr10	124738879	124739196	+	318	318	318		
Zm00004b039713	Zm00004b039713_T001	mRNA	chr10	124794708	124794859	-	152	60	60		
Zm00004b039714	Zm00004b039714_T001	mRNA	chr10	124796080	124798905	-	2826	2826	2826		
Zm00004b039715	Zm00004b039715_T001	mRNA	chr10	124799524	124801694	+	2171	1191	1191		
Zm00004b039716	Zm00004b039716_T001	mRNA	chr10	124801949	124806078	-	4130	1261	549		
Zm00004b039717	Zm00004b039717_T001	mRNA	chr10	124852103	124865454	-	13352	3095	2421		
Zm00004b039718	Zm00004b039718_T001	mRNA	chr10	124929857	124932450	+	2594	1114	801		
Zm00004b039719	Zm00004b039719_T001	mRNA	chr10	124932737	124933620	-	884	201	201		
Zm00004b039720	Zm00004b039720_T001	mRNA	chr10	124937706	124939652	-	1947	783	531		
Zm00004b039721	Zm00004b039721_T001	mRNA	chr10	124940010	124941460	-	1451	1278	1278		
Zm00004b039722	Zm00004b039722_T001	mRNA	chr10	124945264	124951498	-	6235	2007	1407		
Zm00004b039723	Zm00004b039723_T001	mRNA	chr10	125096829	125099259	+	2431	1521	1521		
Zm00004b039724	Zm00004b039724_T001	mRNA	chr10	125100985	125103911	+	2927	420	420		
Zm00004b039725	Zm00004b039725_T001	mRNA	chr10	125103123	125103786	-	664	435	435		
Zm00004b039726	Zm00004b039726_T001	mRNA	chr10	125103835	125104290	-	456	456	456		
Zm00004b039727	Zm00004b039727_T001	mRNA	chr10	125159712	125162628	-	2917	1936	1500		
Zm00004b039728	Zm00004b039728_T001	mRNA	chr10	125177287	125184083	-	6797	5063	3717		
Zm00004b039729	Zm00004b039729_T001	mRNA	chr10	125294810	125301759	-	6950	3761	2127		
Zm00004b039730	Zm00004b039730_T001	mRNA	chr10	125319651	125324721	-	5071	3015	462		
Zm00004b039731	Zm00004b039731_T001	mRNA	chr10	125372308	125373135	+	828	828	828		
Zm00004b039732	Zm00004b039732_T001	mRNA	chr10	125436647	125447819	+	11173	2968	2262		
Zm00004b039733	Zm00004b039733_T001	mRNA	chr10	125451795	125455198	+	3404	3179	2631		
Zm00004b039734	Zm00004b039734_T001	mRNA	chr10	125495187	125496680	-	1494	1494	1494		
Zm00004b039735	Zm00004b039735_T001	mRNA	chr10	125511849	125515126	-	3278	552	552		
Zm00004b039736	Zm00004b039736_T001	mRNA	chr10	125525715	125528904	-	3190	903	903		
Zm00004b039737	Zm00004b039737_T001	mRNA	chr10	125579011	125581980	+	2970	1914	1914		
Zm00004b039738	Zm00004b039738_T001	mRNA	chr10	125582910	125585928	+	3019	1538	1170		
Zm00004b039739	Zm00004b039739_T001	mRNA	chr10	125586984	125600537	+	13554	1711	1263		
Zm00004b039740	Zm00004b039740_T001	mRNA	chr10	125601344	125604814	+	3471	2145	1509		
Zm00004b039741	Zm00004b039741_T001	mRNA	chr10	125606649	125610802	+	4154	1347	549		
Zm00004b039742	Zm00004b039742_T001	mRNA	chr10	125676068	125679434	-	3367	1373	1338		
Zm00004b039743	Zm00004b039743_T001	mRNA	chr10	125688459	125694401	+	5943	2043	1455		
Zm00004b039744	Zm00004b039744_T001	mRNA	chr10	125739100	125743127	-	4028	1675	1446		
Zm00004b039745	Zm00004b039745_T001	mRNA	chr10	125800685	125804428	-	3744	1780	1134		
Zm00004b039746	Zm00004b039746_T001	mRNA	chr10	125925083	125928580	+	3498	1770	1581		
Zm00004b039747	Zm00004b039747_T001	mRNA	chr10	126043928	126044194	+	267	267	267		
Zm00004b039748	Zm00004b039748_T001	mRNA	chr10	126054195	126054665	+	471	471	471		
Zm00004b039749	Zm00004b039749_T001	mRNA	chr10	126064578	126066992	+	2415	939	834		
Zm00004b039750	Zm00004b039750_T001	mRNA	chr10	126067413	126069497	-	2085	2085	2085		
Zm00004b039751	Zm00004b039751_T001	mRNA	chr10	126069260	126074969	+	5710	1633	1224		
Zm00004b039752	Zm00004b039752_T001	mRNA	chr10	126106563	126107897	-	1335	1335	1335		
Zm00004b039753	Zm00004b039753_T001	mRNA	chr10	126117261	126121833	+	4573	3983	3861		
Zm00004b039754	Zm00004b039754_T001	mRNA	chr10	126122041	126123066	-	1026	1026	1026		
Zm00004b039755	Zm00004b039755_T001	mRNA	chr10	126160996	126188491	-	27496	2890	1431		
Zm00004b039756	Zm00004b039756_T001	mRNA	chr10	126189932	126193323	+	3392	1175	873		
Zm00004b039757	Zm00004b039757_T001	mRNA	chr10	126255015	126263410	-	8396	5037	1017		
Zm00004b039758	Zm00004b039758_T001	mRNA	chr10	126277650	126279712	+	2063	1463	1029		
Zm00004b039759	Zm00004b039759_T001	mRNA	chr10	126290446	126291630	-	1185	1029	219		
Zm00004b039760	Zm00004b039760_T001	mRNA	chr10	126299099	126303413	+	4315	3094	2445		
Zm00004b039761	Zm00004b039761_T001	mRNA	chr10	126344151	126345269	-	1119	899	573		
Zm00004b039762	Zm00004b039762_T001	mRNA	chr10	126345622	126353264	-	7643	5326	4758		
Zm00004b039763	Zm00004b039763_T001	mRNA	chr10	126534150	126539508	-	5359	2146	1692		
Zm00004b039764	Zm00004b039764_T001	mRNA	chr10	126539749	126545733	-	5985	2561	1533		
Zm00004b039765	Zm00004b039765_T001	mRNA	chr10	126641952	126646989	+	5038	1651	1032		
Zm00004b039766	Zm00004b039766_T001	mRNA	chr10	126649554	126652579	+	3026	1128	993		
Zm00004b039767	Zm00004b039767_T001	mRNA	chr10	126692040	126695837	-	3798	2938	1455		
Zm00004b039768	Zm00004b039768_T001	mRNA	chr10	126828856	126832262	+	3407	1820	1140		
Zm00004b039769	Zm00004b039769_T001	mRNA	chr10	126832149	126834248	-	2100	1528	750		
Zm00004b039770	Zm00004b039770_T001	mRNA	chr10	126835186	126851998	+	16813	3960	2787		
Zm00004b039771	Zm00004b039771_T001	mRNA	chr10	126853892	126861786	+	7895	1050	297		
Zm00004b039772	Zm00004b039772_T001	mRNA	chr10	126893559	126895454	+	1896	1896	1896		
Zm00004b039773	Zm00004b039773_T001	mRNA	chr10	127030949	127035257	-	4309	2869	2493		
Zm00004b039774	Zm00004b039774_T001	mRNA	chr10	127059292	127063175	-	3884	672	672		
Zm00004b039775	Zm00004b039775_T001	mRNA	chr10	127081347	127081961	-	615	453	453		
Zm00004b039776	Zm00004b039776_T001	mRNA	chr10	127087774	127088073	+	300	300	300		
Zm00004b039777	Zm00004b039777_T001	mRNA	chr10	127106861	127108069	-	1209	378	378		
Zm00004b039778	Zm00004b039778_T001	mRNA	chr10	127134428	127135288	+	861	703	645		
Zm00004b039779	Zm00004b039779_T001	mRNA	chr10	127137534	127149746	+	12213	1715	1536		
Zm00004b039780	Zm00004b039780_T001	mRNA	chr10	127150106	127156173	+	6068	1315	1281		
Zm00004b039781	Zm00004b039781_T001	mRNA	chr10	127167498	127169508	+	2011	1886	1422		
Zm00004b039782	Zm00004b039782_T001	mRNA	chr10	127172224	127173718	+	1495	510	510		
Zm00004b039783	Zm00004b039783_T001	mRNA	chr10	127178556	127181981	+	3426	933	534		
Zm00004b039784	Zm00004b039784_T001	mRNA	chr10	127183928	127189856	-	5929	2805	2292		
Zm00004b039785	Zm00004b039785_T001	mRNA	chr10	127250121	127255951	-	5831	5258	2163		
Zm00004b039786	Zm00004b039786_T001	mRNA	chr10	127296103	127307485	+	11383	1789	1062		
Zm00004b039787	Zm00004b039787_T001	mRNA	chr10	127309759	127310250	+	492	492	492		
Zm00004b039788	Zm00004b039788_T001	mRNA	chr10	127311766	127312137	+	372	372	372		
Zm00004b039789	Zm00004b039789_T001	mRNA	chr10	127396818	127397156	-	339	339	339		
Zm00004b039790	Zm00004b039790_T001	mRNA	chr10	127436443	127437719	+	1277	447	147		
Zm00004b039791	Zm00004b039791_T001	mRNA	chr10	127481306	127484246	-	2941	1312	780		
Zm00004b039792	Zm00004b039792_T001	mRNA	chr10	127511738	127513458	+	1721	1125	1125		
Zm00004b039793	Zm00004b039793_T001	mRNA	chr10	127515193	127517193	+	2001	2001	2001		
Zm00004b039794	Zm00004b039794_T001	mRNA	chr10	127517258	127520067	-	2810	2053	1395		
Zm00004b039795	Zm00004b039795_T001	mRNA	chr10	127521543	127522836	-	1294	651	651		
Zm00004b039796	Zm00004b039796_T001	mRNA	chr10	127528903	127534871	-	5969	2476	1530		
Zm00004b039797	Zm00004b039797_T001	mRNA	chr10	127626839	127637190	+	10352	2370	1662		
Zm00004b039798	Zm00004b039798_T001	mRNA	chr10	127644420	127648276	+	3857	1950	1059		
Zm00004b039799	Zm00004b039799_T001	mRNA	chr10	127648825	127653933	-	5109	1676	486		
Zm00004b039800	Zm00004b039800_T001	mRNA	chr10	127675029	127676635	-	1607	1481	834		
Zm00004b039801	Zm00004b039801_T001	mRNA	chr10	127736872	127739455	+	2584	1574	1227		
Zm00004b039802	Zm00004b039802_T001	mRNA	chr10	127810034	127810372	-	339	339	339		
Zm00004b039803	Zm00004b039803_T001	mRNA	chr10	127932886	127935897	-	3012	596	570		
Zm00004b039804	Zm00004b039804_T001	mRNA	chr10	128070676	128075592	+	4917	3749	2817		
Zm00004b039805	Zm00004b039805_T001	mRNA	chr10	128122024	128123250	+	1227	1130	789		
Zm00004b039806	Zm00004b039806_T001	mRNA	chr10	128128197	128133392	-	5196	1741	885		
Zm00004b039807	Zm00004b039807_T001	mRNA	chr10	128134761	128135342	-	582	582	582		
Zm00004b039808	Zm00004b039808_T001	mRNA	chr10	128161817	128167895	-	6079	1006	441		
Zm00004b039809	Zm00004b039809_T001	mRNA	chr10	128167595	128167822	+	228	228	228		
Zm00004b039810	Zm00004b039810_T001	mRNA	chr10	128321748	128324554	+	2807	2106	1884		
Zm00004b039811	Zm00004b039811_T001	mRNA	chr10	128325225	128327359	-	2135	1460	648		
Zm00004b039812	Zm00004b039812_T001	mRNA	chr10	128368223	128374264	-	6042	1877	1347		
Zm00004b039813	Zm00004b039813_T001	mRNA	chr10	128403906	128407197	-	3292	1233	780		
Zm00004b039814	Zm00004b039814_T001	mRNA	chr10	128408973	128414019	-	5047	1463	1263		
Zm00004b039815	Zm00004b039815_T001	mRNA	chr10	128434534	128434734	+	201	201	201		
Zm00004b039816	Zm00004b039816_T001	mRNA	chr10	128483880	128485437	+	1558	1429	972		
Zm00004b039817	Zm00004b039817_T001	mRNA	chr10	128529316	128529786	-	471	471	471		
Zm00004b039818	Zm00004b039818_T001	mRNA	chr10	128537878	128538348	-	471	471	471		
Zm00004b039819	Zm00004b039819_T001	mRNA	chr10	128543602	128544072	-	471	471	471		
Zm00004b039820	Zm00004b039820_T001	mRNA	chr10	128563988	128566944	+	2957	1885	1284		
Zm00004b039821	Zm00004b039821_T001	mRNA	chr10	128586529	128588664	-	2136	957	888		
Zm00004b039822	Zm00004b039822_T001	mRNA	chr10	128589269	128589469	+	201	201	201		
Zm00004b039823	Zm00004b039823_T001	mRNA	chr10	128625556	128628452	-	2897	938	156		
Zm00004b039824	Zm00004b039824_T001	mRNA	chr10	128715769	128716950	+	1182	1182	1182		
Zm00004b039825	Zm00004b039825_T001	mRNA	chr10	128720720	128722575	+	1856	799	723		
Zm00004b039826	Zm00004b039826_T001	mRNA	chr10	128722765	128726362	-	3598	471	471		
Zm00004b039827	Zm00004b039827_T001	mRNA	chr10	128728254	128732309	-	4056	2415	1464		
Zm00004b039828	Zm00004b039828_T001	mRNA	chr10	128730369	128731578	+	1210	564	564		
Zm00004b039829	Zm00004b039829_T001	mRNA	chr10	128796442	128810640	+	14199	2153	1401		
Zm00004b039830	Zm00004b039830_T001	mRNA	chr10	128897797	128903948	-	6152	3333	2358		
Zm00004b039831	Zm00004b039831_T001	mRNA	chr10	129075679	129080595	+	4917	1286	1098		
Zm00004b039832	Zm00004b039832_T001	mRNA	chr10	129166347	129167614	-	1268	1020	1020		
Zm00004b039833	Zm00004b039833_T001	mRNA	chr10	129170273	129170752	-	480	480	480		
Zm00004b039834	Zm00004b039834_T001	mRNA	chr10	129171822	129174580	+	2759	1898	549		
Zm00004b039835	Zm00004b039835_T001	mRNA	chr10	129175777	129187247	+	11471	2501	2238		
Zm00004b039836	Zm00004b039836_T001	mRNA	chr10	129187695	129192031	+	4337	2297	1158		
Zm00004b039837	Zm00004b039837_T001	mRNA	chr10	129275786	129275986	-	201	201	201		
Zm00004b039838	Zm00004b039838_T001	mRNA	chr10	129329995	129333781	-	3787	792	792		
Zm00004b039839	Zm00004b039839_T001	mRNA	chr10	129360633	129361973	-	1341	1341	1341		
Zm00004b039840	Zm00004b039840_T001	mRNA	chr10	129363810	129393121	-	29312	3589	2583		
Zm00004b039841	Zm00004b039841_T001	mRNA	chr10	129504980	129512342	+	7363	2709	2175		
Zm00004b039842	Zm00004b039842_T001	mRNA	chr10	129512761	129515433	+	2673	1309	570		
Zm00004b039843	Zm00004b039843_T001	mRNA	chr10	129531084	129551528	+	20445	3959	3474		
Zm00004b039844	Zm00004b039844_T001	mRNA	chr10	129627505	129648746	+	21242	2306	1749		
Zm00004b039845	Zm00004b039845_T001	mRNA	chr10	129652686	129657583	+	4898	2817	882		
Zm00004b039846	Zm00004b039846_T001	mRNA	chr10	129715346	129719019	+	3674	2454	975		
Zm00004b039847	Zm00004b039847_T001	mRNA	chr10	129786730	129793348	-	6619	2638	1302		
Zm00004b039848	Zm00004b039848_T001	mRNA	chr10	129808593	129810955	-	2363	437	330		
Zm00004b039849	Zm00004b039849_T001	mRNA	chr10	129826932	129832061	+	5130	2586	2217		
Zm00004b039850	Zm00004b039850_T001	mRNA	chr10	129852574	129853932	+	1359	1359	1359		
Zm00004b039851	Zm00004b039851_T001	mRNA	chr10	129868799	129870424	-	1626	1626	1626		
Zm00004b039852	Zm00004b039852_T001	mRNA	chr10	129889375	129890683	+	1309	834	834		
Zm00004b039853	Zm00004b039853_T001	mRNA	chr10	129893671	129895236	-	1566	1566	1566		
Zm00004b039854	Zm00004b039854_T001	mRNA	chr10	129975955	129977520	-	1566	1566	1566		
Zm00004b039855	Zm00004b039855_T001	mRNA	chr10	130007675	130010713	+	3039	1997	1917		
Zm00004b039856	Zm00004b039856_T001	mRNA	chr10	130024211	130025065	+	855	855	732		
Zm00004b039857	Zm00004b039857_T001	mRNA	chr10	130054171	130064686	+	10516	1097	981		
Zm00004b039858	Zm00004b039858_T001	mRNA	chr10	130066751	130067890	+	1140	1140	1140		
Zm00004b039859	Zm00004b039859_T001	mRNA	chr10	130121533	130145855	-	24323	2107	1392		
Zm00004b039860	Zm00004b039860_T001	mRNA	chr10	130146399	130148525	-	2127	798	798		
Zm00004b039861	Zm00004b039861_T001	mRNA	chr10	130155757	130160739	-	4983	588	588		
Zm00004b039862	Zm00004b039862_T001	mRNA	chr10	130168142	130169930	-	1789	495	495		
Zm00004b039863	Zm00004b039863_T001	mRNA	chr10	130297161	130315178	-	18018	5024	4314		
Zm00004b039864	Zm00004b039864_T001	mRNA	chr10	130404595	130408202	+	3608	1606	1110		
Zm00004b039865	Zm00004b039865_T001	mRNA	chr10	130408624	130417877	-	9254	2403	789		
Zm00004b039866	Zm00004b039866_T001	mRNA	chr10	130410954	130417470	+	6517	1108	1035		
Zm00004b039867	Zm00004b039867_T001	mRNA	chr10	130423448	130426333	-	2886	2516	2145		
Zm00004b039868	Zm00004b039868_T001	mRNA	chr10	130429725	130431581	+	1857	539	213		
Zm00004b039869	Zm00004b039869_T001	mRNA	chr10	130470775	130471810	+	1036	570	570		
Zm00004b039870	Zm00004b039870_T001	mRNA	chr10	130492483	130494736	-	2254	986	837		
Zm00004b039871	Zm00004b039871_T001	mRNA	chr10	130579504	130581413	-	1910	812	276		
Zm00004b039872	Zm00004b039872_T001	mRNA	chr10	130581629	130585617	-	3989	504	504		
Zm00004b039873	Zm00004b039873_T001	mRNA	chr10	130615591	130617404	+	1814	1720	1353		
Zm00004b039874	Zm00004b039874_T001	mRNA	chr10	130618514	130626923	-	8410	2880	2115		
Zm00004b039875	Zm00004b039875_T001	mRNA	chr10	130715472	130715714	+	243	243	243		
Zm00004b039876	Zm00004b039876_T001	mRNA	chr10	130739374	130749462	+	10089	2098	1977		
Zm00004b039877	Zm00004b039877_T001	mRNA	chr10	130781140	130784072	+	2933	486	486		
Zm00004b039878	Zm00004b039878_T001	mRNA	chr10	130791455	130797791	-	6337	1048	990		
Zm00004b039879	Zm00004b039879_T001	mRNA	chr10	130830295	130879470	-	49176	5078	4485		
Zm00004b039880	Zm00004b039880_T001	mRNA	chr10	130891244	130892740	+	1497	1497	1497		
Zm00004b039881	Zm00004b039881_T001	mRNA	chr10	130971695	130974359	+	2665	459	459		
Zm00004b039882	Zm00004b039882_T001	mRNA	chr10	131007917	131009896	-	1980	1407	942		
Zm00004b039883	Zm00004b039883_T001	mRNA	chr10	131011397	131015664	-	4268	2417	1809		
Zm00004b039884	Zm00004b039884_T001	mRNA	chr10	131016377	131023331	-	6955	3315	2211		
Zm00004b039885	Zm00004b039885_T001	mRNA	chr10	131026916	131027314	-	399	399	399		
Zm00004b039886	Zm00004b039886_T001	mRNA	chr10	131054257	131060144	+	5888	1068	447		
Zm00004b039887	Zm00004b039887_T001	mRNA	chr10	131067044	131068887	+	1844	1728	1728		
Zm00004b039888	Zm00004b039888_T001	mRNA	chr10	131093037	131100348	-	7312	4606	1563		
Zm00004b039889	Zm00004b039889_T001	mRNA	chr10	131094328	131095970	+	1643	1085	477		
Zm00004b039890	Zm00004b039890_T001	mRNA	chr10	131132072	131136880	-	4809	2654	1554		
Zm00004b039891	Zm00004b039891_T001	mRNA	chr10	131144502	131147653	+	3152	1952	1140		
Zm00004b039892	Zm00004b039892_T001	mRNA	chr10	131150579	131156390	-	5812	2175	1446		
Zm00004b039893	Zm00004b039893_T001	mRNA	chr10	131185317	131185693	-	377	327	327		
Zm00004b039894	Zm00004b039894_T001	mRNA	chr10	131210522	131212601	-	2080	974	408		
Zm00004b039895	Zm00004b039895_T001	mRNA	chr10	131257943	131258209	+	267	267	267		
Zm00004b039896	Zm00004b039896_T001	mRNA	chr10	131276799	131279368	+	2570	959	417		
Zm00004b039897	Zm00004b039897_T001	mRNA	chr10	131322267	131325273	-	3007	2041	1128		
Zm00004b039898	Zm00004b039898_T001	mRNA	chr10	131364370	131366612	+	2243	708	288		
Zm00004b039899	Zm00004b039899_T001	mRNA	chr10	131419499	131422154	+	2656	1392	885		
Zm00004b039900	Zm00004b039900_T001	mRNA	chr10	131423852	131428763	+	4912	2445	1011		
Zm00004b039901	Zm00004b039901_T001	mRNA	chr10	131432425	131433434	+	1010	738	366		
Zm00004b039902	Zm00004b039902_T001	mRNA	chr10	131486961	131487467	+	507	507	507		
Zm00004b039903	Zm00004b039903_T001	mRNA	chr10	131587447	131590347	-	2901	1196	966		
Zm00004b039904	Zm00004b039904_T001	mRNA	chr10	131593599	131595747	-	2149	1425	822		
Zm00004b039905	Zm00004b039905_T001	mRNA	chr10	131605353	131610039	+	4687	1298	1287		
Zm00004b039906	Zm00004b039906_T001	mRNA	chr10	131606138	131606359	-	222	222	222		
Zm00004b039907	Zm00004b039907_T001	mRNA	chr10	131744596	131759796	+	15201	2591	1764		
Zm00004b039908	Zm00004b039908_T001	mRNA	chr10	131771333	131774912	+	3580	1110	759		
Zm00004b039909	Zm00004b039909_T001	mRNA	chr10	131775987	131781934	+	5948	2175	1020		
Zm00004b039910	Zm00004b039910_T001	mRNA	chr10	131778010	131784879	-	6870	3394	2307		
Zm00004b039911	Zm00004b039911_T001	mRNA	chr10	131871918	131873857	+	1940	1835	1761		
Zm00004b039912	Zm00004b039912_T001	mRNA	chr10	131877534	131878061	-	528	528	528		
Zm00004b039913	Zm00004b039913_T001	mRNA	chr10	131893479	131894427	+	949	844	249		
Zm00004b039914	Zm00004b039914_T001	mRNA	chr10	131898613	131902054	+	3442	810	567		
Zm00004b039915	Zm00004b039915_T001	mRNA	chr10	131921561	131939632	-	18072	1575	1161		
Zm00004b039916	Zm00004b039916_T001	mRNA	chr10	131949081	131950117	-	1037	438	438		
Zm00004b039917	Zm00004b039917_T001	mRNA	chr10	132018711	132021155	-	2445	2445	2445		
Zm00004b039918	Zm00004b039918_T001	mRNA	chr10	132042871	132044428	-	1558	1377	1098		
Zm00004b039919	Zm00004b039919_T001	mRNA	chr10	132070881	132072438	-	1558	1377	1161		
